Wall time,Step,Value
1713459197.8119378,2188,0.059300001710653305
1713459232.2509527,2204,0.2003999948501587
1713459267.688315,2222,0.09130000323057175
1713459267.993197,2225,0.11050000041723251
1713459268.4005485,2229,0.08370000123977661
1713459303.5994384,2244,0.07720000296831131
1713459305.0217028,2258,0.08749999850988388
1713459305.1233034,2259,0.05990000069141388
1713459339.4754965,2265,0.1656000018119812
1713459339.9820428,2270,0.20280000567436218
1713459340.6913183,2277,0.08969999849796295
1713459445.5284784,2330,0.11990000307559967
1713459516.357174,2376,0.04969999939203262
1713459516.4586272,2377,0.06279999762773514
1713459551.602305,2393,0.10909999907016754
1713459551.704174,2394,0.17790000140666962
1713459551.9079885,2396,0.1023000031709671
1713459586.4988475,2410,0.1151999980211258
1713459658.365059,2452,0.12229999899864197
1713459692.8300872,2461,0.1307000070810318
1713459693.1366138,2464,0.44850000739097595
1713459727.8804848,2484,0.05649999901652336
1713459728.9969392,2495,0.15870000422000885
1713459729.5057757,2500,0.050599999725818634
1713459834.279278,2544,0.08259999752044678
1713459835.5992672,2557,0.3370000123977661
1713459869.941521,2564,0.16279999911785126
1713459870.0429146,2565,0.1136000007390976
1713460009.6827276,2641,0.11299999803304672
1713460011.1130428,2655,0.08370000123977661
1713460045.0965648,2661,0.051100000739097595
1713460045.8106444,2668,0.0940999984741211
1713460046.0137994,2670,0.09489999711513519
1713460080.672415,2681,0.09920000284910202
1713460080.9803467,2684,0.22040000557899475
1713460116.5915234,2712,0.09160000085830688
1713460116.693044,2713,0.12359999865293503
1713460151.19384,2723,0.07890000194311142
1713460152.4167297,2731,0.0494999997317791
1713460186.7399678,2748,0.16660000383853912
1713460221.1194384,2763,0.031599998474121094
1713460221.5252645,2767,0.066600002348423
1713460257.0049672,2795,0.07720000296831131
1713460291.0605145,2803,0.022600000724196434
1713460291.8747299,2811,0.13099999725818634
1713460328.1081676,2833,0.2305999994277954
1713460363.099752,2847,0.15760000050067902
1713460364.1158636,2857,0.0908999964594841
1713460364.3189218,2859,0.21050000190734863
1713460434.7880511,2887,0.13740000128746033
1713460504.7713642,2925,0.0640999972820282
1713460505.5842965,2933,0.14980000257492065
1713460505.6860974,2934,0.03150000050663948
1713460575.6259303,2966,0.056699998676776886
1713460576.1329806,2971,0.05660000070929527
1713460609.8935175,2981,0.09589999914169312
1713460645.1763647,3006,0.3075000047683716
1713460714.2051244,3042,0.08659999817609787
1713460715.5243123,3055,0.057500001043081284
1713460750.5906262,3074,0.06729999929666519
1713460783.9895687,3081,0.07800000160932541
1713460820.756796,3113,0.186599999666214
1713460893.1865926,3159,0.08349999785423279
1713460927.102374,3164,0.04259999841451645
1713460998.3437903,3202,0.06939999759197235
1713460998.8505375,3207,0.08820000290870667
1713461033.729818,3222,0.08839999884366989
1713461033.9325032,3224,0.11659999936819077
1713461034.6433852,3231,0.05860000103712082
1713461070.187518,3250,0.1843000054359436
1713461105.527882,3277,0.07530000060796738
1713461138.8994992,3281,0.05700000002980232
1713461139.6140912,3288,0.24580000340938568
1713461245.451758,3348,0.10520000010728836
1713461245.9597604,3353,0.052799999713897705
1713461281.8945856,3373,0.1306000053882599
1713461282.1993918,3376,0.06300000101327896
1713461351.4258356,3403,0.06870000064373016
1713461351.7300482,3406,0.08250000327825546
1713461387.994221,3427,0.1046999990940094
1713461458.0041516,3462,0.09390000253915787
1713461459.3608902,3475,0.06390000134706497
1713461459.5641997,3477,0.06920000165700912
1713461529.2387464,3503,0.08150000125169754
1713461530.0529995,3511,0.1356000006198883
1713461599.8065982,3548,0.03849999979138374
1713461600.821485,3558,0.05810000002384186
1713461704.9699302,3608,0.04019999876618385
1713461705.2744024,3611,0.07280000299215317
1713461775.810332,3645,0.0706000030040741
1713461777.1286297,3658,0.05999999865889549
1713461810.2808971,3664,0.1459999978542328
1713461845.3167813,3686,0.16500000655651093
1713461880.9608057,3711,0.07159999758005142
1713461950.8948402,3749,0.08179999887943268
1713462022.1704266,3794,0.19670000672340393
1713462056.7023392,3813,0.09399999678134918
1713462090.8966825,3828,0.11129999905824661
1713462126.6470807,3850,0.09570000320672989
1713462127.1551805,3855,0.0608999989926815
1713462162.0570717,3861,0.045499999076128006
1713462163.378175,3874,0.07280000299215317
1713462198.7322266,3899,0.18799999356269836
1713462268.2114837,3922,0.10329999774694443
1713462268.6203249,3926,0.04490000009536743
1713462304.7411869,3950,0.05959999933838844
1713462341.051681,3973,0.057500001043081284
1713462410.5010724,4003,0.04740000143647194
1713462411.2117786,4010,0.050999999046325684
1713462412.2275803,4020,0.061000000685453415
1713462448.1120322,4036,0.17100000381469727
1713462482.4562101,4049,0.039000000804662704
1713462554.4862003,4097,0.07810000330209732
1713462588.4444425,4102,0.05299999937415123
1713462589.0540042,4108,0.06379999965429306
1713462625.4519382,4128,0.07699999958276749
1713462660.499607,4144,0.057100001722574234
1713462661.1092088,4150,0.04580000042915344
1713462696.8356311,4167,0.1014999970793724
1713462731.2794418,4185,0.07209999859333038
1713462767.0942593,4209,0.05550000071525574
1713462871.9648333,4266,0.032099999487400055
1713462872.5740526,4272,0.040800001472234726
1713462944.0387776,4310,0.12999999523162842
1713462945.0554576,4320,0.059700001031160355
1713462978.6687403,4326,0.03500000014901161
1713462979.4818063,4334,0.07970000058412552
1713463014.3443058,4345,0.08100000023841858
1713463050.120186,4362,0.048900000751018524
1713463051.8471112,4379,0.1251000016927719
1713463157.7865534,4427,0.053599998354911804
1713463159.2975566,4438,0.08609999716281891
1713463192.392099,4441,0.050599999725818634
1713463228.6740606,4468,0.10080000013113022
1713463229.2834709,4474,0.04659999907016754
1713463266.0715623,4499,0.0340999998152256
1713463298.9582078,4502,0.03959999978542328
1713463405.8087025,4565,0.1128000020980835
1713463407.1320188,4578,0.03689999878406525
1713463441.262961,4590,0.10429999977350235
1713463442.2780373,4600,0.04960000142455101
1713463512.840316,4635,0.06109999865293503
1713463548.2879636,4646,0.05139999836683273
1713463583.4727454,4663,0.03370000049471855
1713463619.3870168,4692,0.06700000166893005
1713463654.6706724,4710,0.05649999901652336
1713463655.0770862,4714,0.05119999870657921
1713463691.5799007,4740,0.09430000185966492
1713463761.696806,4770,0.07129999995231628
1713463833.4315767,4814,0.025800000876188278
1713463869.2996767,4838,0.04340000078082085
1713463903.2301452,4849,0.04010000079870224
1713463903.6358566,4853,0.032600000500679016
1713463904.2442274,4859,0.033399999141693115
1713463937.900468,4861,0.023099999874830246
1713463938.3072035,4865,0.06729999929666519
1713463938.9170532,4871,0.08320000022649765
1713463974.327978,4886,0.059700001031160355
1713464009.0526104,4905,0.08229999989271164
1713464010.4742622,4919,0.14890000224113464
1713464010.5757165,4920,0.13840000331401825
1713464043.9762948,4927,0.03579999879002571
1713464079.8815806,4943,0.03060000017285347
1713464115.9147644,4961,0.11299999803304672
1713464116.0209167,4962,0.031300000846385956
1713464117.0381486,4972,0.035100001841783524
1713464153.7916145,5000,0.04600000008940697
1713464222.6626008,5033,0.03500000014901161
1713464256.364698,5043,0.06369999796152115
1713464257.5844266,5055,0.028200000524520874
1713464292.4984934,5071,0.04050000011920929
1713464327.562957,5086,0.16990000009536743
1713464328.4766338,5095,0.01810000091791153
1713464399.722892,5137,0.050700001418590546
1713464399.92602,5139,0.042500000447034836
1713464469.898554,5169,0.03889999911189079
1713464504.9865942,5192,0.08449999988079071
1713464612.253309,5251,0.0494999997317791
1713464717.2204473,5308,0.09319999814033508
1713464718.2364604,5318,0.059700001031160355
1713464718.3380015,5319,0.09009999781847
1713464751.8625367,5321,0.055399999022483826
1713464752.4711254,5327,0.04989999905228615
1713464753.6888924,5339,0.09690000116825104
1713464788.0318837,5356,0.07129999995231628
1713464821.6741147,5366,0.11590000241994858
1713464893.8811338,5415,0.02800000086426735
1713464929.6664422,5433,0.042500000447034836
1713464929.8697927,5435,0.06069999933242798
1713464964.348254,5445,0.053599998354911804
1713464964.7543654,5449,0.08590000122785568
1713464965.1595652,5453,0.02539999969303608
1713464966.2709973,5460,0.013299999758601189
1713465000.0923748,5463,0.05429999902844429
1713465035.4292245,5481,0.02419999986886978
1713465037.2645128,5499,0.04919999837875366
1713465071.8733113,5515,0.03889999911189079
1713465177.7772667,5565,0.04639999940991402
1713465178.8955162,5576,0.03909999877214432
1713465212.8144329,5583,0.054999999701976776
1713465248.9826326,5605,0.06639999896287918
1713465250.203122,5617,0.03440000116825104
1713465356.8543324,5667,0.0471000000834465
1713465391.2994454,5684,0.0731000006198883
1713465392.1127298,5692,0.07460000365972519
1713465392.925025,5700,0.03099999949336052
1713465499.6859744,5748,0.03420000150799751
1713465535.220392,5769,0.07940000295639038
1713465536.338513,5780,0.03849999979138374
1713465571.144389,5785,0.0608999989926815
1713465571.347628,5787,0.17299999296665192
1713465606.8559432,5801,0.042399998754262924
1713465606.961867,5802,0.06459999829530716
1713465643.350041,5826,0.03790000081062317
1713465644.1637702,5834,0.08020000159740448
1713465714.9080796,5862,0.027699999511241913
1713465752.4966438,5897,0.021700000390410423
1713465752.5979638,5898,0.04529999941587448
1713465786.141172,5901,0.02459999918937683
1713465786.5461326,5905,0.038100000470876694
1713465821.9899678,5926,0.04910000041127205
1713465857.9660444,5950,0.04399999976158142
1713465858.1694448,5952,0.10999999940395355
1713465927.2432816,5983,0.03680000081658363
1713465928.6672833,5997,0.0284000001847744
1713465964.2908173,6009,0.042399998754262924
1713465964.798818,6014,0.054999999701976776
1713465964.9005265,6015,0.035100001841783524
1713466001.0506098,6036,0.04019999876618385
1713466034.3268037,6042,0.05990000069141388
1713466035.8523202,6057,0.05689999833703041
1713466035.9540224,6058,0.030700000002980232
1713466069.4235916,6065,0.05009999871253967
1713466069.9310708,6070,0.03799999877810478
1713466070.8450704,6079,0.06430000066757202
1713466105.692954,6100,0.036400001496076584
1713466175.6354961,6124,0.04280000180006027
1713466175.9395607,6127,0.04410000145435333
1713466176.6491973,6134,0.050700001418590546
1713466213.2311096,6160,0.029100000858306885
1713466247.808107,6171,0.0494999997317791
1713466282.0065765,6187,0.07280000299215317
1713466282.8204732,6195,0.03180000185966492
1713466317.6185596,6206,0.03400000184774399
1713466353.1479096,6226,0.1316000074148178
1713466353.5547593,6230,0.030700000002980232
1713466423.638698,6263,0.04450000077486038
1713466458.2852714,6283,0.041600000113248825
1713466458.4896948,6285,0.24580000340938568
1713466458.9979908,6290,0.14300000667572021
1713466459.5055048,6295,0.041200000792741776
1713466494.3612137,6304,0.04780000075697899
1713466529.9043615,6325,0.03350000083446503
1713466530.208948,6328,0.04619999974966049
1713466530.717272,6333,0.04450000077486038
1713466530.818746,6334,0.0478999987244606
1713466601.5491912,6370,0.08060000091791153
1713466601.6506593,6371,0.040699999779462814
1713466638.886699,6400,0.025100000202655792
1713466708.3641891,6430,0.02250000089406967
1713466743.6896865,6442,0.03440000116825104
1713466815.3017147,6483,0.06960000097751617
1713466816.013197,6490,0.04910000041127205
1713466850.1599352,6504,0.027400000020861626
1713466851.5822804,6518,0.04349999874830246
1713466885.5181944,6522,0.029600000008940697
1713466887.1468894,6538,0.05469999834895134
1713466921.7160413,6552,0.10429999977350235
1713466922.020646,6555,0.0272000003606081
1713466922.2242162,6557,0.03020000085234642
1713466992.8590007,6598,0.10050000250339508
1713467098.2201195,6645,0.07569999992847443
1713467098.6264853,6649,0.039900001138448715
1713467132.7033477,6662,0.0778999999165535
1713467134.1258056,6676,0.03099999949336052
1713467202.8828819,6705,0.042500000447034836
1713467272.8421838,6747,0.04170000180602074
1713467308.6626766,6762,0.021700000390410423
1713467309.270692,6768,0.04170000180602074
1713467345.778265,6800,0.03229999914765358
1713467416.628185,6833,0.039500001817941666
1713467450.8423493,6841,0.026100000366568565
1713467452.6819994,6859,0.0215000007301569
1713467486.0868447,6865,0.03400000184774399
1713467523.1633272,6892,0.027799999341368675
1713467523.2646897,6893,0.03519999980926514
1713467523.467703,6895,0.04399999976158142
1713467523.9759626,6900,0.023399999365210533
1713467559.6881623,6917,0.045099999755620956
1713467628.8342953,6944,0.06239999830722809
1713467701.1978924,7000,0.02419999986886978
1713467736.0387592,7006,0.04089999943971634
1713467736.5461962,7011,0.03909999877214432
1713467772.1046264,7029,0.0284000001847744
1713467772.6124535,7034,0.03830000013113022
1713467914.6963449,7107,0.034699998795986176
1713467915.1027377,7111,0.025100000202655792
1713467916.0166197,7120,0.013799999840557575
1713467950.1255364,7127,0.028300000354647636
1713467950.5313768,7131,0.061799999326467514
1713467985.1524656,7149,0.042100001126527786
1713468020.449394,7163,0.08649999648332596
1713468021.5696573,7174,0.03669999912381172
1713468055.8623006,7190,0.041200000792741776
1713468199.4038188,7274,0.018200000748038292
1713468269.9842734,7302,0.02759999968111515
1713468270.1874883,7304,0.05820000171661377
1713468270.2888072,7305,0.05550000071525574
1713468270.390134,7306,0.013700000010430813
1713468306.5515409,7328,0.038600001484155655
1713468412.089685,7393,0.02459999918937683
1713468412.1912792,7394,0.04010000079870224
1713468483.9395492,7432,0.050999999046325684
1713468519.078253,7444,0.04170000180602074
1713468519.2816794,7446,0.08129999786615372
1713468554.8019807,7463,0.01889999955892563
1713468554.9035075,7464,0.039799999445676804
1713468555.512641,7470,0.04129999876022339
1713468556.2239952,7477,0.021800000220537186
1713468590.9761097,7493,0.02969999983906746
1713468626.6288521,7506,0.057100001722574234
1713468627.8491206,7518,0.051899999380111694
1713468663.4185233,7538,0.039799999445676804
1713468698.575023,7544,0.033900000154972076
1713468770.386981,7582,0.05990000069141388
1713468770.5913963,7584,0.03290000185370445
1713468771.7125878,7595,0.024700000882148743
1713468842.5603163,7630,0.026100000366568565
1713468842.6615424,7631,0.03869999945163727
1713468912.343257,7661,0.028200000524520874
1713468948.954716,7688,0.03790000081062317
1713468984.2400718,7707,0.04619999974966049
1713468984.7477348,7712,0.07159999758005142
1713469020.1546173,7734,0.03530000150203705
1713469054.3871372,7742,0.10670000314712524
1713469054.9971285,7748,0.032999999821186066
1713469162.2025197,7820,0.0478999987244606
1713469196.7382267,7825,0.03629999980330467
1713469197.1442614,7829,0.037700001150369644
1713469232.4458134,7845,0.03370000049471855
1713469233.363315,7854,0.05389999970793724
1713469269.0756938,7877,0.03920000046491623
1713469269.2791307,7879,0.05700000002980232
1713469303.5821254,7895,0.03849999979138374
1713469337.4916406,7901,0.03180000185966492
1713469337.8025787,7904,0.041200000792741776
1713469338.714911,7913,0.03629999980330467
1713469409.288624,7956,0.02280000038444996
1713469443.092003,7965,0.0430000014603138
1713469480.2239335,7991,0.047200001776218414
1713469551.103685,8035,0.021700000390410423
1713469585.57345,8042,0.03880000114440918
1713469586.1845894,8048,0.04349999874830246
1713469587.303545,8059,0.03889999911189079
1713469657.0587344,8083,0.08630000054836273
1713469657.6712546,8089,0.03150000050663948
1713469657.7728174,8090,0.024700000882148743
1713469658.4834855,8097,0.048500001430511475
1713469692.6959176,8101,0.02070000022649765
1713469694.523557,8119,0.016499999910593033
1713469729.8974433,8128,0.03720000013709068
1713469730.5074852,8134,0.02459999918937683
1713469730.8143554,8137,0.04769999906420708
1713469731.0176787,8139,0.025599999353289604
1713469872.8630908,8214,0.04100000113248825
1713469907.4606593,8231,0.02879999950528145
1713469978.5803454,8270,0.05950000137090683
1713469979.4966626,8279,0.043699998408555984
1713470049.2420108,8308,0.05350000038743019
1713470084.6675916,8330,0.020099999383091927
1713470085.2759514,8336,0.027899999171495438
1713470191.621392,8393,0.031300000846385956
1713470227.5047753,8416,0.026900000870227814
1713470261.2285798,8421,0.03530000150203705
1713470262.8576293,8437,0.03180000185966492
1713470296.5550218,8444,0.04560000076889992
1713470332.759889,8470,0.04600000008940697
1713470367.633289,8483,0.031199999153614044
1713470367.938892,8486,0.019700000062584877
1713470368.0404198,8487,0.014499999582767487
1713470403.4092457,8503,0.02759999968111515
1713470404.4413128,8513,0.024900000542402267
1713470547.8318539,8593,0.03350000083446503
1713470548.442588,8599,0.02930000051856041
1713470582.8783693,8610,0.029899999499320984
1713470618.9502633,8632,0.03449999913573265
1713470655.2907093,8659,0.07750000059604645
1713470723.8441494,8682,0.032600000500679016
1713470724.8614345,8692,0.04919999837875366
1713470725.3684034,8697,0.03680000081658363
1713470759.517462,8702,0.01979999989271164
1713470760.7403724,8714,0.02630000002682209
1713470794.2184541,8722,0.062199998646974564
1713470794.7263095,8727,0.040800001472234726
1713470830.9333448,8755,0.03669999912381172
1713470865.5553217,8774,0.043299999088048935
1713470899.5846047,8786,0.022199999541044235
1713471009.3032656,8858,0.03610000014305115
1713471044.9229383,8865,0.033900000154972076
1713471081.8252597,8886,0.042399998754262924
1713471082.5491502,8893,0.022299999371170998
1713471082.6504157,8894,0.05290000140666962
1713471116.7486546,8906,0.05900000035762787
1713471117.356585,8912,0.07980000227689743
1713471188.5907786,8944,0.03440000116825104
1713471189.1990662,8950,0.03759999945759773
1713471223.0784116,8962,0.04470000043511391
1713471258.9791102,8983,0.027499999850988388
1713471296.1062813,9016,0.03830000013113022
1713471330.5537257,9033,0.045499999076128006
1713471331.061049,9038,0.044199999421834946
1713471365.7006695,9049,0.04989999905228615
1713471400.3111434,9063,0.03440000116825104
1713471437.4056845,9095,0.038600001484155655
1713471473.5313172,9118,0.02239999920129776
1713471577.6936855,9164,0.03849999979138374
1713471579.0139728,9177,0.04430000111460686
1713471614.8366988,9191,0.024800000712275505
1713471615.2413433,9195,0.04340000078082085
1713471650.4161744,9205,0.024000000208616257
1713471650.517404,9206,0.019700000062584877
1713471688.2128787,9235,0.048500001430511475
1713471722.392631,9242,0.03929999843239784
1713471724.123212,9259,0.05139999836683273
1713471757.7042942,9265,0.026499999687075615
1713471758.414121,9272,0.01850000023841858
1713471898.681022,9349,0.00839999970048666
1713471899.6955295,9359,0.02710000053048134
1713471937.1969283,9365,0.03970000147819519
1713471937.298555,9366,0.0478999987244606
1713471937.3998935,9367,0.016699999570846558
1713471938.6160805,9379,0.04399999976158142
1713471974.261739,9397,0.03840000182390213
1713472080.2649117,9458,0.07850000262260437
1713472115.2555332,9471,0.0340999998152256
1713472115.3571692,9472,0.021299999207258224
1713472116.1679797,9480,0.03720000013709068
1713472150.0425386,9492,0.02290000021457672
1713472150.3472064,9495,0.039799999445676804
1713472150.55001,9497,0.030799999833106995
1713472184.878655,9511,0.03460000082850456
1713472254.8310807,9545,0.023900000378489494
1713472255.0788732,9548,0.0284000001847744
1713472290.5784628,9563,0.027899999171495438
1713472326.7292738,9584,0.03150000050663948
1713472327.441382,9591,0.016300000250339508
1713472328.2553391,9599,0.017000000923871994
1713472362.6158137,9602,0.031599998474121094
1713472362.8234036,9604,0.017500000074505806
1713472399.362059,9629,0.014999999664723873
1713472470.3195903,9667,0.035599999129772186
1713472506.691831,9691,0.027499999850988388
1713472541.8672085,9711,0.03840000182390213
1713472611.9605832,9752,0.024000000208616257
1713472683.4605093,9784,0.0357000008225441
1713472683.7660193,9787,0.03440000116825104
1713472755.5120783,9834,0.023600000888109207
1713472755.816199,9837,0.06419999897480011
1713472792.023819,9854,0.04230000078678131
1713472827.681134,9877,0.05559999868273735
1713472863.4567108,9897,0.039799999445676804
1713472898.4280574,9903,0.0203000009059906
1713472898.7329223,9906,0.03550000116229057
1713472899.6583178,9915,0.026900000870227814
1713472934.2574768,9925,0.016899999231100082
1713472970.4552348,9958,0.02419999986886978
1713473004.6629167,9964,0.026499999687075615
1713473041.4610817,9988,0.025599999353289604
1713473042.3742576,9997,0.0406000018119812
1713473076.1854553,10008,0.03269999846816063
1713473147.6360435,10059,0.03720000013709068
1713473147.7379951,10060,0.018799999728798866
1713473217.6810389,10082,0.029200000688433647
1713473219.104975,10096,0.026900000870227814
1713473219.2063706,10097,0.03620000183582306
1713473254.13372,10111,0.039000000804662704
1713473254.3367589,10113,0.020800000056624413
1713473254.8441973,10118,0.03539999946951866
1713473254.9465973,10119,0.032600000500679016
1713473290.2302723,10136,0.01899999938905239
1713473324.6990294,10153,0.03440000116825104
1713473394.6943831,10188,0.029100000858306885
1713473429.974345,10204,0.02290000021457672
1713473465.3441648,10230,0.026399999856948853
1713473536.8820999,10276,0.030300000682473183
1713473606.9575367,10309,0.037300001829862595
1713473607.6696694,10316,0.011900000274181366
1713473641.0865436,10322,0.04500000178813934
1713473677.1107755,10351,0.027699999511241913
1713473746.4331768,10383,0.021400000900030136
1713473746.8397834,10387,0.031300000846385956
1713473782.002195,10403,0.020400000736117363
1713473782.922255,10412,0.0203000009059906
1713473818.9477084,10428,0.026499999687075615
1713473853.318533,10443,0.03590000048279762
1713473853.9278553,10449,0.019899999722838402
1713473854.5370452,10455,0.04670000076293945
1713473854.740995,10457,0.03189999982714653
1713473924.82746,10486,0.04540000110864639
1713473925.740914,10495,0.021199999377131462
1713473926.2515194,10500,0.03709999844431877
1713473960.778995,10507,0.03310000151395798
1713473961.1853402,10511,0.027799999341368675
1713473961.5908887,10515,0.024800000712275505
1713473996.2980638,10527,0.019099999219179153
1713473997.5201206,10539,0.026200000196695328
1713474031.2720504,10541,0.03970000147819519
1713474066.7776651,10562,0.031700000166893005
1713474068.783919,10578,0.02319999970495701
1713474103.2984047,10584,0.026499999687075615
1713474103.9073997,10590,0.015799999237060547
1713474104.2115755,10593,0.041999999433755875
1713474175.0371609,10621,0.07989999651908875
1713474176.6648295,10637,0.030700000002980232
1713474246.6507025,10663,0.04179999977350235
1713474247.872496,10675,0.02759999968111515
1713474248.1772165,10678,0.024399999529123306
1713474355.3159587,10736,0.03220000118017197
1713474459.6039627,10783,0.017000000923871994
1713474460.21237,10789,0.2037000060081482
1713474460.7198994,10794,0.02370000071823597
1713474497.562049,10820,0.030899999663233757
1713474566.4786513,10849,0.028599999845027924
1713474602.4705021,10868,0.032600000500679016
1713474709.1387186,10923,0.04129999876022339
1713474744.6818244,10951,0.02070000022649765
1713474815.356273,10988,0.026599999517202377
1713474920.8352425,11042,0.02930000051856041
1713474921.2430525,11046,0.028300000354647636
1713474921.6522388,11050,0.03840000182390213
1713474955.9537542,11063,0.038600001484155655
1713474990.9571548,11085,0.020400000736117363
1713475027.5976021,11117,0.023800000548362732
1713475027.8004417,11119,0.03920000046491623
1713475097.7246416,11151,0.03319999948143959
1713475098.5368614,11159,0.016699999570846558
1713475132.231331,11163,0.01489999983459711
1713475132.8407369,11169,0.03889999911189079
1713475133.6530073,11177,0.01679999940097332
1713475133.9587133,11180,0.02160000056028366
1713475167.015175,11182,0.025499999523162842
1713475204.031665,11207,0.02879999950528145
1713475204.4377956,11211,0.023399999365210533
1713475239.259588,11229,0.04010000079870224
1713475239.6655571,11233,0.0333000011742115
1713475274.5391428,11245,0.029100000858306885
1713475310.2096162,11268,0.0272000003606081
1713475419.1482134,11329,0.03189999982714653
1713475420.1649866,11339,0.03139999881386757
1713475454.6975012,11348,0.016899999231100082
1713475455.002895,11351,0.02280000038444996
1713475490.223322,11368,0.031300000846385956
1713475525.0597608,11384,0.029899999499320984
